HTO,12.3 a,1.0,6.4e-11,1.0,4.8e-11,3.1e-11,2.3e-11,1.8e-11,1.8e-11
OBT,12.3 a,1.0,1.2e-10,1.0,1.2e-10,7.3e-11,7.3e-11,4.2e-11,4.2e-11
Be-7,53.3 d,0.02,1.8e-10,0.005,1.3e-10,7.7e-11,5.3e-11,3.5e-11,2.8e-11
Be-10,1.60e6 a,0.02,1.4e-08,0.005,8e-09,4.1e-09,2.4e-–9,1.4e-09,1.1e-09
C-11,0.340 h,1.0,2.6e-10,1.0,1.5e-10,7.3e-11,4.3e–11,3e-11,2.4e-11
C-14,5.73e3 a,1.0,1.4e-09,1.0,1.6e-09,9.9e-10,8e-10,5.7e-10,5.8e-10
F-18,1.83 h,1.0,5.2e-10,1.0,3e-10,1.5e-10,9.1e-11,6.2e-11,4.9e-11
Na-22,2.60 a,1.0,2.1e-08,1.0,1.5e-08,8.4e-09,5.5e-09,3.7e-09,3.2e-09
Na-24,15.0 h,1.0,3.5e-09,1.0,2.3e-09,1.2e-09,7.7e-10,5.2e-10,4.3e-10
Mg-28,20.9 h,1.0,1.2e-08,0.5,1.4e-08,7.4e-09,4.5e-09,2.7e-09,2.2e-09
Al-26,716000 a,0.02,3.4e-08,0.01,2.1e-08,1.1e-08,7.1e-09,4.3e-09,3.5e-09
Si-31,2.62 h,0.02,1.9e-09,0.01,1e-09,5.1e-10,3e-10,1.8e-10,1.6e-10
Si-32,4.50e2 a,0.02,7.3e-09,0.01,4.1e-09,2e-09,1.2e-09,7e-10,5.6e-10
P-32,14.3 d,1.0,3.1e-08,0.8,1.9e-08,9.4e-09,5.3e-09,3.1e-09,2.4e-09
P-33,25.4 d,1.0,2.7e-09,0.8,1.8e-09,9.1e-10,5.3e-10,3.1e-10,2.4e-10
S-35,87.4 d,1.0,1.3e-09,1.0,8.7e-10,4.4e-10,2.7e-10,1.6e-10,1.3e-10
S-35_inorg,87.4 d,1.0,1.3e-09,1.0,8.7e-10,4.4e-10,2.7e-10,1.6e-10,1.3e-10
S-35_org,87.4 d,1.0,7.7e-09,1.0,5.4e-09,2.7e-09,1.6e-09,9.5e-10,7.7e-10
Cl-36,3.01e5 a,1.0,9.8e-09,1.0,6.3e-09,3.2e-09,1.9e-09,1.2e-09,9.3e-10
Cl-38,0.620 h,1.0,1.4e-09,1.0,7.7e-10,3.8e-10,2.2e-10,1.5e-10,1.2e-10
Cl-39,0.927 h,1.0,9.7e-10,1.0,5.5e-10,2.7e-10,1.6e-10,1.1e-10,8.5e-11
K-40,1.28e9 a,1.0,6.2e-08,1.0,4.2e-08,2.1e-08,1.3e-08,7.6e-09,6.2e-09
K-42,12.4 h,1.0,5.1e-09,1.0,3e-09,1.5e-09,8.6e-10,5.4e-10,4.3e-10
K-43,22.6 h,1.0,2.3e-09,1.0,1.4e-09,7.6e-10,4.7e-10,3e-10,2.5e-10
K-44,0.369 h,1.0,1e-09,1.0,5.5e-10,2.7e-10,1.6e-10,1.1e-10,8.4e-11
K-45,0.333 h,1.0,6.2e-10,1.0,3.5e-10,1.7e-10,9.9e-11,6.8e-11,5.4e-11
Ca-41,1.40e5 a,0.6,1.2e-09,0.3,5.2e-10,3.9e-10,4.8e-10,5e-10,1.9e-10
Ca-45,163 d,0.6,1.1e-08,0.3,4.9e-09,2.6e-09,1.8e-09,1.3e-09,7.1e-10
Ca-47,4.53 d,0.6,1.3e-08,0.3,9.3e-09,4.9e-09,3e-09,1.8e-09,1.6e-09
Sc-43,3.89 h,0.001,1.8e-09,0.0001,1.2e-09,6.1e-10,3.7e-10,2.3e-10,1.9e-10
Sc-44,3.93 h,0.001,3.5e-09,0.0001,2.2e-09,1.2e-09,7.1e-10,4.4e-10,3.5e-10
Sc-44m,2.44 d,0.001,2.4e-08,0.0001,1.6e-08,8.3e-09,5.1e-09,3.1e-09,2.4e-09
Sc-46,83.8 d,0.001,1.1e-08,0.0001,7.9e-09,4.4e-09,2.9e-09,1.8e-09,1.5e-09
Sc-47,3.35 d,0.001,6.1e-09,0.0001,3.9e-09,2e-09,1.2e-09,6.8e-10,5.4e-10
Sc-48,1.82 d,0.001,1.3e-08,0.0001,9.3e-09,5.1e-09,3.3e-09,2.1e-09,1.7e-09
Sc-49,0.956 h,0.001,1e-09,0.0001,5.7e-10,2.8e-10,1.6e-10,1e-10,8.2e-11
Ti-44,47.3 a,0.02,5.5e-08,0.01,3.1e-08,1.7e-08,1.1e-08,6.9e-09,5.8e-09
Ti-45,3.08 h,0.02,1.6e-09,0.01,9.8e-10,5e-10,3.1e-10,1.9e-10,1.5e-10
V-47,0.543 h,0.02,7.3e-10,0.01,4.1e-10,2e-10,1.2e-10,8e-11,6.3e-11
V-48,16.2 d,0.02,1.5e-08,0.01,1.1e-08,5.9e-09,3.9e-09,2.5e-09,2e-09
V-49,330 d,0.02,2.2e-10,0.01,1.4e-10,6.9e-11,4e-11,2.3e-11,1.8e-11
Cr-48,23.0 h,0.2,1.4e-09,0.1,9.9e-10,5.7e-10,3.8e-10,2.5e-10,2e-10
,,0.02,1.4e-09,0.01,9.9e-10,5.7e-10,3.8e-10,2.5e-10,2e-10
Cr-49,0.702 h,0.2,6.8e-10,0.1,3.9e-10,2e-10,1.1e-10,7.7e-11,6.1e-11
,,0.02,6.8e-10,0.01,3.9e-10,2e-10,1.1e-10,7.7e-11,6.1e-11
Cr-51,27.7 d,0.2,3.5e-10,0.1,2.3e-10,1.2e-10,7.8e-11,4.8e-11,3.8e-11
,,0.02,3.3e-10,0.01,2.2e-10,1.2e-10,7.5e-11,4.6e-11,3.7e-11
Mn-51,0.770 h,0.2,1.1e-09,0.1,6.1e-10,3e-10,1.8e-10,1.2e-10,9.3e-11
Mn-52,5.59 d,0.2,1.2e-08,0.1,8.8e-09,5.1e-09,3.4e-09,2.2e-09,1.8e-09
Mn-52m,0.352 h,0.2,7.8e-10,0.1,4.4e-10,2.2e-10,1.3e-10,8.8e-11,6.9e-11
Mn-53,3.70e6 a,0.2,4.1e-10,0.1,2.2e-10,1.1e-10,6.5e-11,3.7e-11,3e-11
Mn-54,312 d,0.2,5.4e-09,0.1,3.1e-09,1.9e-09,1.3e-09,8.7e-10,7.1e-10
Mn-56,2.58 h,0.2,2.7e-09,0.1,1.7e-09,8.5e-10,5.1e-10,3.2e-10,2.5e-10
Fe-52,8.28 h,0.6,1.3e-08,0.1,9.1e-09,4.6e-09,2.8e-09,1.7e-09,1.4e-09
Fe-55,2.70 a,0.6,7.6e-09,0.1,2.4e-09,1.7e-09,1.1e-09,7.7e-10,3.3e-10
Fe-59,44.5 d,0.6,3.9e-08,0.1,1.3e-08,7.5e-09,4.7e-09,3.1e-09,1.8e-09
Fe-60,1.00e5 a,0.6,7.9e-07,0.1,2.7e-07,2.7e-07,2.5e-07,2.3e-07,1.1e-07
Co-55,17.5 h,0.6,6e-09,0.1,5.5e-09,2.9e-09,1.8e-09,1.1e-09,1e-09
Co-56,78.7 d,0.6,2.5e-08,0.1,1.5e-08,8.8e-09,5.8e-09,3.8e-09,2.5e-09
Co-57,271 d,0.6,2.9e-09,0.1,1.6e-09,8.9e-10,5.8e-10,3.7e-10,2.1e-10
Co-58,70.8 d,0.6,7.3e-09,0.1,4.4e-09,2.6e-09,1.7e-09,1.1e-09,7.4e-10
Co-58m,9.15 h,0.6,2e-10,0.1,1.5e-10,7.8e-11,4.7e-11,2.8e-11,2.4e-11
Co-60,5.27 a,0.6,5.4e-08,0.1,2.7e-08,1.7e-08,1.1e-08,7.9e-09,3.4e-09
Co-60m,0.174 h,0.6,2.2e-11,0.1,1.2e-11,5.7e-12,3.2e-12,2.2e-12,1.7e-12
Co-61,1.65 h,0.6,8.2e-10,0.1,5.1e-10,2.5e-10,1.4e-10,9.2e-11,7.4e-11
Co-62m,0.232 h,0.6,5.3e-10,0.1,3e-10,1.5e-10,8.7e-11,6e-11,4.7e-11
Ni-56,6.10 d,0.1,5.3e-09,0.05,4e-09,2.3e-09,1.6e-09,1.1e-09,8.6e-10
Ni-57,1.50 d,0.1,6.8e-09,0.05,4.9e-09,2.7e-09,1.7e-09,1.1e-09,8.7e-10
Ni-59,7.50e4 a,0.1,6.4e-10,0.05,3.4e-10,1.9e-10,1.1e-10,7.3e-11,6.3e-11
Ni-63,96.0 a,0.1,1.6e-09,0.05,8.4e-10,4.6e-10,2.8e-10,1.8e-10,1.5e-10
Ni-65,2.52 h,0.1,2.1e-09,0.05,1.3e-09,6.3e-10,3.8e-10,2.3e-10,1.8e-10
Ni-66,2.27 d,0.1,3.3e-08,0.05,2.2e-08,1.1e-08,6.6e-09,3.7e-09,3e-09
Cu-60,0.387 h,1.0,7e-10,0.5,4.2e-10,2.2e-10,1.3e-10,8.9e-11,7e-11
Cu-61,3.41 h,1.0,7.1e-10,0.5,7.5e-10,3.9e-10,2.3e-10,1.5e-10,1.2e-10
Cu-64,12.7 h,1.0,5.2e-10,0.5,8.3e-10,4.2e-10,2.5e-10,1.5e-10,1.2e-10
Cu-67,2.58 d,1.0,2.1e-09,0.5,2.4e-09,1.2e-09,7.2e-10,4.2e-10,3.4e-10
Zn-62,9.26 h,1.0,4.2e-09,0.5,6.5e-09,3.3e-09,2e-09,1.2e-09,9.4e-10
Zn-63,0.635 h,1.0,8.7e-10,0.5,5.2e-10,2.6e-10,1.5e-10,1e-10,7.9e-11
Zn-65,244 d,1.0,3.6e-08,0.5,1.6e-08,9.7e-09,6.4e-09,4.5e-09,3.9e-09
Zn-69,0.950 h,1.0,3.5e-10,0.5,2.2e-10,1.1e-10,6e-11,3.9e-11,3.1e-11
Zn-69m,13.8 h,1.0,1.3e-09,0.5,2.3e-09,1.2e-09,7e-10,4.1e-10,3.3e-10
Zn-71m,3.92 h,1.0,1.4e-09,0.5,1.5e-09,7.8e-10,4.8e-10,3e-10,2.4e-10
Zn-72,1.94 d,1.0,8.7e-09,0.5,8.6e-09,4.5e-09,2.8e-09,1.7e-09,1.4e-09
Ga-65,0.253 h,0.01,4.3e-10,0.001,2.4e-10,1.2e-10,6.9e-11,4.7e-11,3.7e-11
Ga-66,9.40 h,0.01,1.2e-08,0.001,7.9e-09,4e-09,2.5e-09,1.5e-09,1.2e-09
Ga-67,3.26 d,0.01,1.8e-09,0.001,1.2e-09,6.4e-10,4e-10,2.4e-10,1.9e-10
Ga-68,1.13 h,0.01,1.2e-09,0.001,6.7e-10,3.4e-10,2e-10,1.3e-10,1e-10
Ga-70,0.353 h,0.01,3.9e-10,0.001,2.2e-10,1e-10,5.9e-11,4e-11,3.1e-11
Ga-72,14.1 h,0.01,1e-08,0.001,6.8e-09,3.6e-09,2.2e-09,1.4e-09,1.1e-09
Ga-73,4.91 h,0.01,3e-09,0.001,1.9e-09,9.3e-10,5.5e-10,3.3e-10,2.6e-10
Ge-66,2.27 h,1.0,8.3e-10,1.0,5.3e-10,2.9e-10,1.9e-10,1.3e-10,1e-10
Ge-67,0.312 h,1.0,7.7e-10,1.0,4.2e-10,2.1e-10,1.2e-10,8.2e-11,6.5e-11
Ge-68,288 d,1.0,1.2e-08,1.0,8e-09,4.2e-09,2.6e-09,1.6e-09,1.3e-09
Ge-69,1.63 d,1.0,2e-09,1.0,1.3e-09,7.1e-10,4.6e-10,3e-10,2.4e-10
Ge-71,11.8 d,1.0,1.2e-10,1.0,7.8e-11,4e-11,2.4e-11,1.5e-11,1.2e-11
Ge-75,1.38 h,1.0,5.5e-10,1.0,3.1e-10,1.5e-10,8.7e-11,5.9e-11,4.6e-11
Ge-77,11.3 h,1.0,3e-09,1.0,1.8e-09,9.9e-10,6.2e-10,4.1e-10,3.3e-10
Ge-78,1.45 h,1.0,1.2e-09,1.0,7e-10,3.6e-10,2.2e-10,1.5e-10,1.2e-10
As-69,0.253 h,1.0,6.6e-10,0.5,3.7e-10,1.8e-10,1.1e-10,7.2e-11,5.7e-11
As-70,0.876 h,1.0,1.2e-09,0.5,7.8e-10,4.1e-10,2.5e-10,1.7e-10,1.3e-10
As-71,2.70 d,1.0,2.8e-09,0.5,2.8e-09,1.5e-09,9.3e-10,5.7e-10,4.6e-10
As-72,1.08 d,1.0,1.1e-08,0.5,1.2e-08,6.3e-09,3.8e-09,2.3e-09,1.8e-09
As-73,80.3 d,1.0,2.6e-09,0.5,1.9e-09,9.3e-10,5.6e-10,3.2e-10,2.6e-10
As-74,17.8 d,1.0,1e-08,0.5,8.2e-09,4.3e-09,2.6e-09,1.6e-09,1.3e-09
As-76,110 d,1.0,1e-08,0.5,1.1e-08,5.8e-09,3.4e-09,2e-09,1.6e-09
As-77,1.62 d,1.0,2.7e-09,0.5,2.9e-09,1.5e-09,8.7e-10,5e-10,4e-10
As-78,1.51 h,1.0,2e-09,0.5,1.4e-09,7e-10,4.1e-10,2.7e-10,2.1e-10
Se-70,0.683 h,1.0,1e-09,0.8,7.1e-10,3.6e-10,2.2e-10,1.5e-10,1.2e-10
Se-73,7.15 h,1.0,1.6e-09,0.8,1.4e-09,7.4e-10,4.8e-10,2.5e-10,2.1e-10
Se-73m,0.650 h,1.0,2.6e-10,0.8,1.8e-10,9.5e-11,5.9e-11,3.5e-11,2.8e-11
Se-75,120 d,1.0,2e-08,0.8,1.3e-08,8.3e-09,6e-09,3.1e-09,2.6e-09
Se-79,6.50e4 a,1.0,4.1e-08,0.8,2.8e-08,1.9e-08,1.4e-08,4.1e-09,2.9e-09
Se-81,0.308 h,1.0,3.4e-10,0.8,1.9e-10,9e-11,5.1e-11,3.4e-11,2.7e-11
Se-81m,0.954 h,1.0,6e-10,0.8,3.7e-10,1.8e-10,1.1e-10,6.7e-11,5.3e-11
Se-83,0.375 h,1.0,4.6e-10,0.8,2.9e-10,1.5e-10,8.7e-11,5.9e-11,4.7e-11
Br-74,0.422 h,1.0,9e-10,1.0,5.2e-10,2.6e-10,1.5e-10,1.1e-10,8.4e-11
Br-74m,0.691 h,1.0,1.5e-09,1.0,8.5e-10,4.3e-10,2.5e-10,1.7e-10,1.4e-10
Br-75,1.63 h,1.0,8.5e-10,1.0,4.9e-10,2.5e-10,1.5e-10,9.9e-11,7.9e-11
Br-76,16.2 h,1.0,4.2e-09,1.0,2.7e-09,1.4e-09,8.7e-10,5.6e-10,4.6e-10
Br-77,2.33 d,1.0,6.3e-10,1.0,4.4e-10,2.5e-10,1.7e-10,1.1e-10,9.6e-11
Br-80,0.290 h,1.0,3.9e-10,1.0,2.1e-10,1e-10,5.8e-11,3.9e-11,3.1e-11
Br-80m,4.42 h,1.0,1.4e-09,1.0,8e-10,3.9e-10,2.3e-10,1.4e-10,1.1e-10
Br-82,1.47 d,1.0,3.7e-09,1.0,2.6e-09,1.5e-09,9.5e-10,6.4e-10,5.4e-10
Br-83,2.39 h,1.0,5.3e-10,1.0,3e-10,1.4e-10,8.3e-11,5.5e-11,4.3e-11
Br-84,0.530 h,1.0,1e-09,1.0,5.8e-10,2.8e-10,1.6e-10,1.1e-10,8.8e-11
Rb-79,0.382 h,1.0,5.7e-10,1.0,3.2e-10,1.6e-10,9.2e-11,6.3e-11,5e-11
Rb-81,4.58 h,1.0,5.4e-10,1.0,3.2e-10,1.6e-10,1e-10,6.7e-11,5.4e-11
Rb-81m,0.533 h,1.0,1.1e-10,1.0,6.2e-11,3.1e-11,1.8e-11,1.2e-11,9.7e-12
Rb-82m,6.20 h,1.0,8.7e-10,1.0,5.9e-10,3.4e-10,2.2e-10,1.5e-10,1.3e-10
Rb-83,86.2 d,1.0,1.1e-08,1.0,8.4e-09,4.9e-09,3.2e-09,2.2e-09,1.9e-09
Rb-84,32.8 d,1.0,2e-08,1.0,1.4e-08,7.9e-09,5e-09,3.3e-09,2.8e-09
Rb-86,18.7 d,1.0,3.1e-08,1.0,2e-08,9.9e-09,5.9e-09,3.5e-09,2.8e-09
Rb-87,4.70e10 a,1.0,1.5e-08,1.0,1e-08,5.2e-09,3.1e-09,1.8e-09,1.5e-09
Rb-88,0.297 h,1.0,1.1e-09,1.0,6.2e-10,3e-10,1.7e-10,1.2e-10,9e-11
Rb-89,0.253 h,1.0,5.4e-10,1.0,3e-10,1.5e-10,8.6e-11,5.9e-11,4.7e-11
Sr-80,1.67 h,0.6,3.7e-09,0.3,2.3e-09,1.1e-09,6.5e-10,4.2e-10,3.4e-10
Sr-81,0.425 h,0.6,8.4e-10,0.3,4.9e-10,2.4e-10,1.4e-10,9.6e-11,7.7e-11
Sr-82,25.0 d,0.6,7.2e-08,0.3,4.1e-08,2.1e-08,1.3e-08,8.7e-09,6.1e-09
Sr-83,1.35 d,0.6,3.4e-09,0.3,2.7e-09,1.4e-09,9.1e-10,5.7e-10,4.9e-10
Sr-85,64.8 d,0.6,7.7e-09,0.3,3.1e-09,1.7e-09,1.5e-09,1.3e-09,5.6e-10
Sr-85m,1.16 h,0.6,4.5e-11,0.3,3e-11,1.7e-11,1.1e-11,7.8e-12,6.1e-12
Sr-87m,2.80 h,0.6,2.4e-10,0.3,1.7e-10,9e-11,5.6e-11,3.6e-11,3e-11
Sr-89,50.5 d,0.6,3.6e-08,0.3,1.8e-08,8.9e-09,5.8e-09,4e-09,2.6e-09
Sr-90,29.1 a,0.6,2.3e-07,0.3,7.3e-08,4.7e-08,6e-08,8e-08,2.8e-08
Sr-91,9.50 h,0.6,5.2e-09,0.3,4e-09,2.1e-09,1.2e-09,7.4e-10,6.5e-10
Sr-92,2.71 h,0.6,3.4e-09,0.3,2.7e-09,1.4e-09,8.2e-10,4.8e-10,4.3e-10
Y-86,14.7 h,0.001,7.6e-09,0.0001,5.2e-09,2.9e-09,1.9e-09,1.2e-09,9.6e-10
Y-86m,0.800 h,0.001,4.5e-10,0.0001,3.1e-10,1.7e-10,1.1e-10,7.1e-11,5.6e-11
Y-87,3.35 d,0.001,4.6e-09,0.0001,3.2e-09,1.8e-09,1.1e-09,7e-10,5.5e-10
Y-88,107 d,0.001,8.1e-09,0.0001,6e-09,3.5e-09,2.4e-09,1.6e-09,1.3e-09
Y-90,2.67 d,0.001,3.1e-08,0.0001,2e-08,1e-08,5.9e-09,3.3e-09,2.7e-09
Y-90m,3.19 h,0.001,1.8e-09,0.0001,1.2e-09,6.1e-10,3.7e-10,2.2e-10,1.7e-10
Y-91,58.5 d,0.001,2.8e-08,0.0001,1.8e-08,8.8e-09,5.2e-09,2.9e-09,2.4e-09
Y-91m,0.828 h,0.001,9.2e-11,0.0001,6e-11,3.3e-11,2.1e-11,1.4e-11,1.1e-11
Y-92,3.54 h,0.001,5.9e-09,0.0001,3.6e-09,1.8e-09,1e-09,6.2e-10,4.9e-10
Y-93,10.1 h,0.001,1.4e-08,0.0001,8.5e-09,4.3e-09,2.5e-09,1.4e-09,1.2e-09
Y-94,0.318 h,0.001,9.9e-10,0.0001,5.5e-10,2.7e-10,1.5e-10,1e-10,8.1e-11
Y-95,0.178 h,0.001,5.7e-10,0.0001,3.1e-10,1.5e-10,8.7e-11,5.9e-11,4.6e-11
Zr-86,16.5 h,0.02,6.9e-09,0.01,4.8e-09,2.7e-09,1.7e-09,1.1e-09,8.6e-10
Zr-88,83.4 d,0.02,2.8e-09,0.01,2e-09,1.2e-09,8e-10,5.4e-10,4.5e-10
Zr-89,3.27 d,0.02,6.5e-09,0.01,4.5e-09,2.5e-09,1.6e-09,9.9e-10,7.9e-10
Zr-93,1.53e6 a,0.02,1.2e-09,0.01,7.6e-10,5.1e-10,5.8e-10,8.6e-10,1.1e-09
Zr-95,64.0 d,0.02,8.5e-09,0.01,5.6e-09,3e-09,1.9e-09,1.2e-09,0.95
Zr-97,16.9 h,0.02,2.2e-08,0.01,1.4e-08,7.3e-09,4.4e-09,2.6e-09,2.1e-09
Nb-88,0.238 h,0.02,6.7e-10,0.01,3.8e-10,1.9e-10,1.1e-10,7.9e-11,6.3e-11
Nb-89,2.03 h,0.02,3e-09,0.01,2e-09,1e-09,6e-10,3.4e-10,2.7e-10
Nb-89m,1.10 h,0.02,1.5e-09,0.01,8.7e-10,4.4e-10,2.7e-10,1.8e-10,1.4e-10
Nb-90,14.6 h,0.02,1.1e-08,0.01,7.2e-09,3.9e-09,2.5e-09,1.6e-09,1.2e-09
Nb-93m,13.6 a,0.02,1.5e-09,0.01,9.1e-10,4.6e-10,2.7e-10,1.5e-10,1.2e-10
Nb-94,2.03e4 a,0.02,1.5e-08,0.01,9.7e-09,5.3e-09,3.4e-09,2.1e-09,1.7e-09
Nb-95,35.1 d,0.02,4.6e-09,0.01,3.2e-09,1.8e-09,1.1e-09,7.4e-10,5.8e-10
Nb-95m,3.61 d,0.02,6.4e-09,0.01,4.1e-09,2.1e-09,1.2e-09,7.1e-10,5.6e-10
Nb-96,23.3 h,0.02,9.2e-09,0.01,6.3e-09,3.4e-09,2.2e-09,1.4e-09,1.1e-09
Nb-97,1.20 h,0.02,7.7e-10,0.01,4.5e-10,2.3e-10,1.3e-10,8.7e-11,6.8e-11
Nb-98,0.858 h,0.02,1.2e-09,0.01,7.1e-10,3.6e-10,2.2e-10,1.4e-10,1.1e-10
Mo-90,5.67 h,1.0,1.7e-09,1.0,1.2e-09,6.3e-10,4e-10,2.7e-10,2.2e-10
Mo-93,3.50e3 a,1.0,7.9e-09,1.0,6.9e-09,5e-09,4e-09,3.4e-09,3.1e-09
Mo-93m,6.85 h,1.0,8e-10,1.0,5.4e-10,3.1e-10,2e-10,1.4e-10,1.1e-10
Mo-99,2.75 d,1.0,5.5e-09,1.0,3.5e-09,1.8e-09,1.1e-09,7.6e-10,6e-10
Mo-101,0.244 h,1.0,4.8e-10,1.0,2.7e-10,1.3e-10,7.6e-11,5.2e-11,4.1e-11
Tc-93,2.75 h,1.0,2.7e-10,0.5,2.5e-10,1.5e-10,9.8e-11,6.8e-11,5.5e-11
Tc-93m,0.725 h,1.0,2e-10,0.5,1.3e-10,7.3e-11,4.6e-11,3.2e-11,2.5e-11
Tc-94,4.88 h,1.0,1.2e-09,0.5,1e-09,5.8e-10,3.7e-10,2.5e-10,2e-10
Tc-94m,0.867 h,1.0,1.3e-09,0.5,6.5e-10,3.3e-10,1.9e-10,1.3e-10,1e-10
Tc-95,20.0 h,1.0,9.9e-10,0.5,8.7e-10,5e-10,3.3e-10,2.3e-10,1.8e-10
Tc-95m,61.0 d,1.0,4.7e-09,0.5,2.8e-09,1.6e-09,1e-09,7e-10,5.6e-10
Tc-96,4.28 d,1.0,6.7e-09,0.5,5.1e-09,3e-09,2e-09,1.4e-09,1.1e-09
Tc-96m,0.858 h,1.0,1e-10,0.5,6.5e-11,3.6e-11,2.3e-11,1.6e-11,1.2e-11
Tc-97,2.60e6 a,1.0,9.9e-10,0.5,4.9e-10,2.4e-10,1.4e-10,8.8e-11,6.8e-11
Tc-97m,87.0 d,1.0,8.7e-09,0.5,4.1e-09,2e-09,1.1e-09,7e-10,5.5e-10
Tc-98,4.20e6 a,1.0,2.3e-08,0.5,1.2e-08,6.1e-09,3.7e-09,2.5e-09,2e-09
Tc-99,2.13e5 a,1.0,1e-08,0.5,4.8e-09,2.3e-09,1.3e-09,8.2e-10,6.4e-10
Tc-99m,6.02 h,1.0,2e-10,0.5,1.3e-10,7.2e-11,4.3e-11,2.8e-11,2.2e-11
Tc-101,0.237 h,1.0,2.4e-10,0.5,1.3e-10,6.1e-11,3.5e-11,2.4e-11,0.19
Tc-104,0.303 h,1.0,1e-09,0.5,5.3e-10,2.6e-10,1.5e-10,1e-10,8e-11
Ru-94,0.863 h,0.1,9.3e-10,0.05,5.9e-10,3.1e-10,1.9e-10,1.2e-10,9.4e-11
